"","X_1","X_2"
"1",-0.945420853656258,1.42168113119809
"2",-0.0182278979370838,1.24512985374495
"3",2.74629016661715,2.47599396291938
"4",2.48735316597488,1.73040309386912
"5",3.2932402511071,0.538717022420204
"6",1.83505109975934,1.44099899100486
"7",2.31441782236277,1.899738335572
"8",1.80696002276227,0.312148616562608
"9",1.38934410834294,0.322141466281189
"10",4.53190639360402,1.76282847173688
"11",0.724547660540872,0.976087546421004
"12",2.59328135291684,4.00180435831037
"13",0.526383052264572,2.28760484338518
"14",3.3613754279286,2.19147078250233
"15",0.696196249308596,1.60041946066825
"16",3.19212013557564,3.8653590116647
"17",2.35306312689638,1.96485035959305
"18",3.80558177601248,1.9554740325965
"19",4.42691592350045,1.36354532383257
"20",1.02602275044267,-0.169831013053141
"21",2.03813447505367,0.325210015745698
"22",1.86476645198123,2.06891005437483
"23",1.80589210897289,1.8909337578426
"24",2.60943568994155,2.71366756086396
"25",2.43820155179426,2.61585279795883
"26",1.24499169506996,1.97693575139509
"27",1.12478280677194,1.54948862384109
"28",3.07000662401538,2.45540237617117
"29",2.69243820108967,2.20035280763914
"30",3.35446382558491,1.63492125890238
"31",2.26762863842601,1.66437282417937
"32",2.90255049187789,0.823584539766474
"33",2.65146109855261,1.76069532304194
"34",3.43335827525663,0.904949812715383
"35",4.20787696462217,2.72976143054227
"36",1.6580783410729,0.493117417346803
"37",2.61062265016356,1.87231154298557
"38",3.35388048601625,2.48252104502154
"39",1.02741440848153,1.81675919352657
"40",3.01377095281093,1.65299712941817
"41",0.821174113254022,3.12941024829959
"42",3.22882830023171,0.4545021928545
"43",0.408277111891164,3.10452878891467
"44",2.62243888637664,0.929103709554878
"45",0.537212443507526,2.93227032986145
"46",0.949068925086949,1.06066378180997
"47",2.94078950014638,3.05994528285023
"48",2.23467247253354,3.46420524168248
"49",1.00623070834104,2.58959982872035
"50",0.902851978441531,2.87385596924715
"51",3.1979666837728,3.2307839715536
"52",1.63360615165509,3.52015619159551
"53",1.78786608049939,1.15663318598189
"54",2.43857789504591,0.259560905595516
"55",2.50503172990406,0.298587637602566
"56",1.73670035912925,1.99181025968491
